playerId,name,position,team,birthDate,weight,height,nationality,shootsCatches,primaryNumber,primaryPosition
8477493,Aleksander Barkov,C,FLA,9/2/1995,213,"6' 3""",FIN,L,16,C
8480037,Aleksi Heponiemi,C,FLA,1/9/1999,155,"5' 10""",FIN,L,20,C
8478839,Aleksi Saarela,C,FLA,1/7/1997,200,"5' 10""",FIN,L,15,C
8469466,Ales Hemsky,R,MTL,8/13/1983,177,"6' 0""",CZE,R,83,R
8467502,Ales Kotalik,R,CGY,12/23/1978,225,"6' 1""",CZE,R,12,R
8467913,Alex Auld,G,OTT,1/7/1981,215,"6' 4""",CAN,L,35,G
8479718,Alex Barre-Boulet,C,T.B,5/21/1997,180,"5' 10""",CAN,L,60,C
8475968,Alex Belzile,R,MTL,8/31/1991,196,"6' 0""",CAN,R,60,R
8473415,Alex Biega,D,DET,4/4/1988,199,"5' 10""",CAN,R,55,D
8476283,Alex Broadhurst,C,CBJ,3/7/1993,178,"6' 0""",USA,L,25,C
8475163,Alex Chiasson,R,EDM,10/1/1990,208,"6' 4""",CAN,R,39,R
8479337,Alex DeBrincat,L,CHI,12/18/1997,165,"5' 7""",USA,R,12,L
8480029,Alex Formenton,L,OTT,9/13/1999,165,"6' 2""",CAN,L,59,L
8475836,Alex Friesen,C,VAN,1/30/1991,186,"5' 9""",CAN,L,53,C
8468500,Alex Frolov,L,NYR,6/19/1982,210,"6' 2""",RUS,R,31,L
8476851,Alex Galchenyuk,C,TOR,2/12/1994,207,"6' 1""",USA,L,17,C
8471274,Alex Goligoski,D,ARI,7/30/1985,185,"5' 11""",USA,L,33,D
8474005,Alex Grant,D,ARI,1/20/1989,210,"6' 3""",CAN,R,28,D
8467392,Alex Henry,D,MTL,10/18/1979,231,"6' 6""",CAN,L,24,D
8480113,Alex Iafallo,L,L.A,12/21/1993,188,"6' 0""",USA,L,19,L
8476435,Alex Khokhlachev,C,BOS,9/9/1993,181,"5' 10""",RUS,L,76,C
8473986,Alex Killorn,L,T.B,9/14/1989,196,"6' 1""",CAN,L,17,L
8458529,Alex Kovalev,R,FLA,2/24/1973,222,"6' 2""",RUS,L,27,R
8479312,Alex Lyon,G,PHI,12/9/1992,201,"6' 1""",USA,L,34,G
8477968,Alex Nedeljkovic,G,CAR,1/7/1996,189,"6' 0""",USA,L,39,G
8481618,Alex Newhook,C,COL,1/28/2001,190,"5' 10""",CAN,L,18,C
8479423,Alex Nylander,L,CHI,3/2/1998,192,"6' 1""",CAN,R,92,R
8471214,Alex Ovechkin,L,WSH,9/17/1985,235,"6' 3""",RUS,R,8,L
8474565,Alex Pietrangelo,D,VGK,1/18/1990,210,"6' 3""",CAN,R,27,D
8474046,Alex Plante,D,EDM,5/9/1989,230,"6' 4""",CAN,R,48,D
8471774,Alex Stalock,G,MIN,7/28/1987,198,"6' 0""",USA,L,32,G
8467338,Alex Tanguay,L,ARI,11/21/1979,194,"6' 1""",CAN,L,40,L
8477949,Alex Tuch,R,VGK,5/10/1996,222,"6' 4""",USA,R,89,R
8477505,Alex Wennberg,C,FLA,9/22/1994,196,"6' 2""",SWE,L,10,C
8480382,Alexandar Georgiev,G,NYR,2/10/1996,179,"6' 1""",RUS,L,40,G
8482222,Alexander Barabanov,L,S.J,6/17/1994,192,"5' 10""",RUS,L,94,L
8475788,Alexander Burmistrov,C,VAN,10/21/1991,180,"6' 1""",RUS,L,42,C
8480053,Alexander Chmelevski,C,S.J,6/9/1999,180,"6' 0""",USA,R,55,C
8471303,Alexander Edler,D,VAN,4/21/1986,212,"6' 3""",SWE,L,23,D
8477021,Alexander Kerfoot,C,TOR,8/11/1994,175,"5' 10""",CAN,L,13,C
8471334,Alexander Nikulin,C,ARI,8/25/1985,198,"6' 1""",RUS,L,14,C
8474708,Alexander Pechurskiy,G,PIT,,,,,,,
8475755,Alexander Petrovic,D,EDM,3/3/1992,216,"6' 4""",CAN,R,6,D
8471228,Alexander Radulov,R,DAL,7/5/1986,205,"6' 1""",RUS,L,47,R
8481014,Alexander Romanov,D,MTL,1/6/2000,208,"6' 0""",RUS,L,27,D
8475130,Alexander Salak,G,FLA,1/5/1987,189,"6' 1""",CZE,L,53,G
8470120,Alexander Semin,R,MTL,3/3/1984,211,"6' 2""",RUS,R,13,R
8470257,Alexander Steen,L,STL,3/1/1984,211,"6' 0""",SWE,L,20,L
8470685,Alexander Sulzer,D,BUF,5/30/1984,198,"6' 1""",DEU,L,52,D
8480384,Alexander True,C,S.J,7/17/1997,200,"6' 5""",DNK,L,70,C
8475248,Alexander Urbom,D,WSH,12/20/1990,215,"6' 4""",SWE,L,33,D
8473605,Alexander Vasyunov,L,N.J,4/22/1988,210,"6' 1""",RUS,R,18,L
8480186,Alexander Volkov,R,ANA,8/2/1997,191,"6' 1""",RUS,L,92,R
8481630,Alexander Yelesin,D,CGY,2/7/1996,195,"6' 0""",RUS,R,45,D
8470719,Alexandre Bolduc,C,ARI,6/26/1985,200,"6' 3""",CAN,L,49,C
8470358,Alexandre Burrows,R,OTT,4/11/1981,197,"6' 1""",CAN,L,14,R
8478851,Alexandre Carrier,D,NSH,10/8/1996,174,"5' 11""",CAN,R,45,D
8479657,Alexandre Fortin,L,CHI,2/25/1997,184,"6' 0""",CAN,L,84,L
8468086,Alexandre Giroux,L,CBJ,6/16/1981,208,"6' 3""",CAN,L,28,L
8476414,Alexandre Grenier,R,VAN,9/5/1991,200,"6' 5""",CAN,R,28,R
8470678,Alexandre Picard,D,PIT,7/5/1985,215,"6' 3""",CAN,L,54,D
8471221,Alexandre Picard,L,CBJ,10/9/1985,206,"6' 2""",CAN,L,19,L
8480074,Alexandre Texier,C,CBJ,9/13/1999,187,"6' 0""",FRA,L,42,C
8471296,Alexei Emelin,D,NSH,4/25/1986,218,"6' 2""",RUS,L,25,D
8482246,Alexei Melnichuk,G,S.J,6/29/1998,190,"6' 2""",RUS,L,1,G
8467412,Alexei Ponikarovsky,L,N.J,4/9/1980,225,"6' 4""",UKR,L,12,L
8467909,Alexei Semenov,D,S.J,4/10/1981,245,"6' 6""",RUS,L,21,D
8476289,Alexey Marchenko,D,TOR,1/2/1992,210,"6' 3""",RUS,R,3,D
8482109,Alexis Lafreniere,L,NYR,10/11/2001,193,"6' 2""",CAN,L,13,L
8474057,Allen York,G,CBJ,6/17/1989,188,"6' 3""",CAN,L,41,G
8478075,Anders Bjork,L,BUF,8/5/1996,190,"6' 0""",USA,L,10,L
8459443,Anders Eriksson,D,NYR,1/9/1975,224,"6' 3""",SWE,L,25,D
8475314,Anders Lee,L,NYI,7/3/1990,231,"6' 3""",USA,L,27,L
8474765,Anders Lindback,G,ARI,5/3/1988,215,"6' 6""",SWE,L,39,G
8475195,Anders Nilsson,G,OTT,3/19/1990,232,"6' 6""",SWE,L,31,G
8470378,Andre Benoit,D,STL,1/6/1984,190,"5' 11""",CAN,L,48,D
8477444,Andre Burakovsky,L,COL,2/9/1995,201,"6' 3""",SWE,L,65,L
8470301,Andre Deveaux,C,NYR,2/23/1984,239,"6' 3""",BHS,R,56,C
8474670,Andre Petersson,R,OTT,9/11/1990,175,"5' 9""",SWE,R,20,R
8460639,Andre Roy,R,CGY,2/8/1975,229,"6' 4""",USA,L,27,R
8476960,Andreas Athanasiou,C,L.A,8/6/1994,188,"6' 2""",CAN,L,72,C
8480158,Andreas Borgman,D,T.B,6/18/1995,199,"6' 0""",SWE,L,55,D
8477971,Andreas Englund,D,OTT,1/21/1996,189,"6' 3""",SWE,L,39,D
8475372,Andreas Engqvist,C,MTL,12/23/1987,199,"6' 4""",SWE,R,63,C
8477341,Andreas Johnsson,L,N.J,11/21/1994,181,"5' 10""",SWE,L,18,L
8468534,Andreas Lilja,D,PHI,7/13/1975,220,"6' 3""",SWE,L,6,D
8478561,Andreas Martinsen,L,CHI,6/13/1990,229,"6' 3""",NOR,L,29,L
8473568,Andreas Nodl,R,CAR,2/28/1987,196,"6' 1""",AUT,L,14,R
8474154,Andreas Thuresson,R,NSH,11/18/1987,206,"6' 1""",SWE,R,12,R
8481642,Andrei Chibisov,R,WPG,2/26/1993,227,"6' 4""",RUS,L,76,R
8470603,Andrei Kostitsyn,L,NSH,2/3/1985,214,"6' 0""",BLR,L,46,L
8474681,Andrei Loktionov,C,CAR,5/30/1990,190,"5' 11""",RUS,L,8,C
8467496,Andrei Markov,D,MTL,12/20/1978,200,"6' 0""",RUS,L,79,D
8478842,Andrei Mironov,D,COL,7/29/1994,194,"6' 3""",RUS,L,94,D
8480830,Andrei Svechnikov,R,CAR,3/26/2000,195,"6' 2""",RUS,L,37,R
8476883,Andrei Vasilevskiy,G,T.B,7/25/1994,207,"6' 3""",RUS,L,88,G
8471236,Andrej Meszaros,D,BUF,10/13/1985,223,"6' 2""",SVK,L,41,D
8475250,Andrej Nestrasil,C,CAR,2/22/1991,200,"6' 3""",CZE,L,15,C
8471284,Andrej Sekera,D,DAL,6/8/1986,200,"6' 0""",SVK,L,2,D
8477205,Andrej Sustr,D,ANA,11/29/1990,217,"6' 7""",CZE,R,62,D
8475461,Andrew Agozzino,L,ANA,1/3/1991,187,"5' 10""",CAN,L,26,L
8469626,Andrew Alberts,D,VAN,6/30/1981,218,"6' 5""",USA,L,41,D
8473550,Andrew Bodnarchuk,D,COL,7/11/1988,195,"5' 11""",CAN,L,44,D
8459596,Andrew Brunette,L,CHI,8/24/1973,215,"6' 1""",CAN,L,15,L
8474638,Andrew Campbell,D,TOR,2/4/1988,205,"6' 4""",CAN,L,6,D
8471699,Andrew Cogliano,C,DAL,6/14/1987,177,"5' 10""",CAN,L,7,L
8477429,Andrew Copp,C,WPG,7/8/1994,206,"6' 1""",USA,L,9,C
8476020,Andrew Crescenzi,C,L.A,7/29/1992,207,"6' 5""",CAN,L,47,C
8471956,Andrew Desjardins,L,CHI,7/27/1986,195,"6' 1""",CAN,L,11,L
8473682,Andrew Ebbett,C,PIT,1/2/1983,174,"5' 9""",CAN,L,25,C
8466333,Andrew Ference,D,EDM,3/17/1979,182,"5' 11""",CAN,L,21,D
8471409,Andrew Gordon,R,VAN,12/13/1985,194,"6' 0""",CAN,R,20,R
8477202,Andrew Hammond,G,COL,2/11/1988,223,"6' 2""",CAN,L,35,G
8467927,Andrew Hutchinson,D,PIT,3/24/1980,195,"6' 2""",USA,R,8,D
8470838,Andrew Joudrey,C,CBJ,7/15/1984,185,"5' 10""",CAN,L,29,C
8471217,Andrew Ladd,L,NYI,12/12/1985,192,"6' 3""",CAN,L,16,L
8473584,Andrew MacDonald,D,PHI,9/7/1986,204,"6' 1""",CAN,L,47,D
8474748,Andrew MacWilliam,D,TOR,3/25/1990,223,"6' 2""",CAN,L,27,D
8478233,Andrew Mangiapane,L,CGY,4/4/1996,184,"5' 10""",CAN,L,88,L
8477249,Andrew Miller,C,EDM,9/18/1988,181,"5' 10""",USA,R,72,C
8469685,Andrew Murray,C,STL,11/6/1981,210,"6' 2""",CAN,L,23,C
8479369,Andrew Peeke,D,CBJ,3/17/1998,194,"6' 3""",USA,R,2,D
8467355,Andrew Peters,L,N.J,5/5/1980,240,"6' 4""",CAN,L,11,L
8479249,Andrew Poturalski,C,CAR,1/14/1994,189,"5' 11""",USA,R,29,C
8467453,Andrew Raycroft,G,DAL,5/4/1980,180,"6' 1""",CAN,L,30,G
8476381,Andrew Shaw,R,CHI,7/20/1991,182,"5' 11""",CAN,R,65,R
8477092,Andrey Makarov,G,BUF,4/20/1993,194,"6' 2""",RUS,L,1,G
8476388,Andrey Pedan,D,VAN,7/3/1993,213,"6' 5""",LTU,L,73,D
8471848,Andrey Zubarev,D,ATL,3/3/1987,210,"6' 1""",RUS,L,51,D
8476404,Andy Andreoff,C,PHI,,,,,,,
8472382,Andy Greene,D,NYI,10/30/1982,190,"5' 11""",USA,L,6,D
8468517,Andy Hilbert,L,MIN,2/6/1981,188,"5' 10""",USA,L,11,L
8468434,Andy McDonald,L,STL,8/25/1977,175,"5' 10""",CAN,L,10,L
8476206,Andy Miele,C,ARI,4/15/1988,169,"5' 7""",USA,L,37,C
8467304,Andy Sutton,D,EDM,3/10/1975,245,"6' 6""",CAN,L,25,D
8476407,Andy Welinski,D,ANA,4/27/1993,201,"6' 1""",USA,R,45,D
8471188,Andy Wozniewski,D,BOS,5/25/1980,225,"6' 5""",USA,L,53,D
8474557,Anssi Salmela,D,N.J,8/13/1984,200,"6' 1""",FIN,L,29,D
8467511,Antero Niittymaki,G,S.J,6/18/1980,195,"6' 1""",FIN,L,30,G
8478074,Anthony Angello,C,PIT,3/6/1996,210,"6' 5""",USA,R,57,C
8478463,Anthony Beauvillier,L,NYI,6/8/1997,182,"5' 11""",CAN,L,18,L
8475868,Anthony Bitetto,D,NYR,7/15/1990,210,"6' 1""",USA,L,2,D
8478519,Anthony Cirelli,C,T.B,7/15/1997,180,"6' 0""",CAN,L,71,C
8477407,Anthony Duclair,L,FLA,8/26/1995,191,"5' 11""",CAN,L,91,L
8479447,Anthony Greco,R,FLA,9/30/1993,176,"5' 10""",USA,R,76,R
8477511,Anthony Mantha,R,WSH,9/16/1994,225,"6' 5""",CAN,L,39,R
8474061,Anthony Peluso,R,CGY,4/18/1989,225,"6' 3""",CAN,R,16,R
8478409,Anthony Richard,C,NSH,12/20/1996,163,"5' 10""",CAN,L,90,C
8470618,Anthony Stewart,R,CAR,1/5/1985,230,"6' 3""",CAN,R,21,R
8476932,Anthony Stolarz,G,ANA,1/20/1994,210,"6' 6""",USA,L,41,G
8477312,Antoine Bibeau,G,COL,5/1/1994,213,"6' 3""",CAN,L,34,G
8474849,Antoine Roussel,L,VAN,11/21/1989,199,"5' 11""",FRA,L,26,L
8468535,Antoine Vermette,C,ANA,7/20/1982,197,"6' 1""",CAN,L,50,C
8470265,Anton Babchuk,D,CGY,5/6/1984,200,"6' 5""",UKR,R,33,D
8477289,Anton Belov,D,EDM,7/29/1986,218,"6' 4""",RUS,L,77,D
8477320,Anton Blidh,L,BOS,3/14/1995,201,"6' 0""",SWE,L,81,L
8476341,Anton Forsberg,G,OTT,11/27/1992,192,"6' 3""",SWE,L,31,G
8471418,Anton Khudobin,G,DAL,5/7/1986,200,"5' 11""",RUS,L,35,G
8475270,Anton Klementyev,D,NYI,3/25/1990,198,"6' 1""",RUS,R,48,D
8475165,Anton Lander,C,EDM,4/24/1991,184,"6' 0""",SWE,L,51,C
8478073,Anton Lindholm,D,COL,11/29/1994,191,"5' 11""",SWE,L,54,D
8475210,Anton Rodin,R,VAN,11/21/1990,186,"6' 0""",SWE,L,38,R
8477415,Anton Slepyshev,L,EDM,5/13/1994,221,"6' 2""",RUS,R,58,L
8471873,Anton Stralman,D,FLA,8/1/1986,190,"5' 11""",SWE,R,6,D
8468501,Anton Volchenkov,D,NSH,2/25/1982,220,"6' 1""",RUS,L,20,D
8481637,Anton Wedin,L,CHI,3/1/1993,195,"5' 11""",SWE,L,57,L
8468704,Antti Miettinen,R,WPG,7/3/1980,190,"6' 0""",FIN,R,20,R
8474550,Antti Niemi,G,MTL,8/29/1983,209,"6' 2""",FIN,L,37,G
8473973,Antti Pihlstrom,L,NSH,10/22/1984,190,"5' 11""",FIN,L,42,L
8477293,Antti Raanta,G,ARI,5/12/1989,195,"6' 0""",FIN,L,32,G
8480965,Antti Suomela,C,S.J,3/17/1994,180,"6' 0""",FIN,L,40,C
8471685,Anze Kopitar,C,L.A,8/24/1987,225,"6' 3""",SVN,L,11,C
8465025,Arron Asham,R,NYR,4/13/1978,210,"5' 11""",CAN,R,45,R
8473573,Artem Anisimov,C,OTT,5/24/1988,198,"6' 4""",RUS,L,15,C
8482245,Artem Zub,D,OTT,10/3/1995,198,"6' 2""",RUS,R,2,D
8478550,Artemi Panarin,L,NYR,10/30/1991,168,"5' 11""",RUS,R,9,L
8481560,Arthur Kaliyev,R,L.A,6/26/2001,190,"6' 2""",USA,L,34,R
8481626,Arttu Ruotsalainen,C,BUF,10/29/1997,185,"5' 9""",FIN,L,25,C
8477476,Artturi Lehkonen,L,MTL,7/4/1995,177,"6' 0""",FIN,L,62,L
8473459,Arturs Kulda,D,WPG,7/25/1988,215,"6' 2""",LVA,L,23,D
8481501,Artyom Zagidulin,G,CGY,8/8/1995,180,"6' 2""",RUS,L,50,G
8477085,Ashton Sautner,D,VAN,5/27/1994,195,"6' 1""",CAN,L,59,D
8478512,Austin Czarnik,C,NYI,12/12/1992,170,"5' 9""",USA,R,27,C
8478040,Austin Poganski,R,STL,2/16/1996,198,"6' 1""",USA,R,53,R
8480467,Austin Strand,D,L.A,2/17/1997,216,"6' 3""",CAN,R,71,D
8478455,Austin Wagner,L,L.A,6/23/1997,185,"6' 1""",CAN,L,51,L
8475766,Austin Watson,L,OTT,1/13/1992,204,"6' 4""",USA,R,51,L
8479318,Auston Matthews,C,TOR,9/17/1997,223,"6' 3""",USA,L,34,C
8470647,B.J. Crombeen,R,ARI,7/10/1985,209,"6' 2""",USA,R,44,R
8476624,Barclay Goodrow,C,T.B,2/26/1993,215,"6' 2""",CAN,L,23,R
8467890,Barret Jackman,D,NSH,3/5/1981,203,"6' 0""",CAN,L,5,D
8480849,Barrett Hayton,C,ARI,6/9/2000,190,"6' 1""",CAN,L,29,C
8470199,Barry Tallackson,R,N.J,4/14/1983,215,"6' 5""",USA,R,41,R
8475761,Beau Bennett,R,STL,11/27/1991,195,"6' 2""",USA,R,78,R
8479359,Beck Malenstyn,L,WSH,2/4/1998,200,"6' 3""",CAN,L,47,L
8471750,Ben Bishop,G,DAL,11/21/1986,215,"6' 7""",USA,L,30,G
8475279,Ben Chiarot,D,MTL,5/9/1991,219,"6' 3""",CAN,L,7,D
8470280,Ben Eager,L,EDM,1/22/1984,226,"6' 2""",CAN,L,55,L
8479416,Ben Gleason,D,DAL,3/25/1998,185,"6' 1""",USA,L,63,D
8466300,Ben Guite,R,NSH,7/17/1978,210,"6' 1""",CAN,R,40,R
8475196,Ben Hanowski,R,CGY,10/18/1990,210,"6' 2""",USA,L,58,R
8477433,Ben Harpur,D,NSH,1/12/1995,222,"6' 6""",CAN,L,67,D
8475603,Ben Holmstrom,C,PHI,4/9/1987,203,"6' 1""",USA,R,26,C
8477018,Ben Hutton,D,TOR,4/20/1993,206,"6' 2""",CAN,L,27,D
8473933,Ben Lovejoy,D,DAL,2/20/1984,205,"6' 1""",USA,R,12,D
8473493,Ben Maxwell,C,WPG,3/30/1988,195,"6' 1""",CAN,L,49,C
8468868,Ben Ondrus,R,TOR,6/25/1982,208,"5' 11""",CAN,R,25,R
8475681,Ben Scrivens,G,MTL,9/11/1986,181,"6' 2""",CAN,L,40,G
8475328,Ben Sexton,C,OTT,,,,,,,
8474727,Ben Smith,R,TOR,7/11/1988,203,"5' 11""",USA,R,18,R
8476043,Ben Street,C,N.J,2/13/1987,190,"6' 0""",CAN,L,46,C
8478049,Ben Thomas,D,T.B,5/28/1996,187,"6' 1""",CAN,R,56,D
8476526,Ben Thomson,L,N.J,1/16/1993,205,"6' 3""",CAN,L,43,L
8471372,Ben Walter,C,N.J,5/11/1984,190,"6' 1""",CAN,L,36,C
8473600,Benn Ferriero,R,VAN,4/29/1987,195,"5' 11""",USA,R,77,R
8471678,Benoit Pouliot,L,BUF,9/29/1986,200,"6' 3""",CAN,L,67,L
8475833,Bill Arnold,C,CGY,5/13/1992,193,"6' 0""",USA,R,46,C
8456464,Bill Guerin,R,PIT,11/9/1970,220,"6' 2""",USA,R,13,R
8474035,Bill Sweatt,L,VAN,9/21/1988,190,"6' 0""",USA,L,42,L
8472361,Bill Thomas,R,FLA,6/20/1983,185,"6' 1""",USA,R,37,R
8467361,Blair Betts,C,PHI,2/16/1980,210,"6' 3""",CAN,L,11,C
8471767,Blair Jones,C,PHI,9/27/1986,216,"6' 2""",CAN,R,42,C
8476399,Blake Coleman,C,T.B,11/28/1991,200,"5' 11""",USA,L,20,C
8471260,Blake Comeau,L,DAL,2/18/1986,200,"6' 1""",CAN,R,15,L
8473608,Blake Geoffrion,C,MTL,2/3/1988,190,"6' 1""",USA,L,57,C
8479595,Blake Hillman,D,CHI,1/26/1996,193,"6' 1""",USA,L,55,D
8481481,Blake Lizotte,C,L.A,,,,,,,
8476370,Blake Pietila,L,N.J,2/20/1993,200,"5' 11""",USA,L,56,L
8478480,Blake Speers,C,N.J,1/2/1997,185,"5' 11""",CAN,R,74,C
8471218,Blake Wheeler,R,WPG,8/31/1986,225,"6' 5""",USA,R,26,R
8477500,Bo Horvat,C,VAN,4/5/1995,215,"6' 0""",CAN,L,53,C
8475637,Bobby Butler,R,FLA,4/26/1987,189,"6' 0""",USA,R,26,R
8476769,Bobby Farnham,R,MTL,1/21/1989,190,"5' 10""",USA,L,44,R
8447958,Bobby Holik,C,N.J,1/1/1971,230,"6' 4""",CZE,R,16,C
8472365,Bobby Robins,R,BOS,10/17/1981,220,"6' 1""",USA,R,64,R
8471676,Bobby Ryan,R,DET,3/17/1987,209,"6' 2""",USA,R,9,R
8473610,Bobby Sanguinetti,D,CAR,2/29/1988,188,"6' 3""",USA,R,24,D
8480955,Bogdan Kiselevich,D,FLA,2/14/1990,202,"6' 0""",RUS,L,55,D
8477410,Bogdan Yakimov,C,EDM,,,,,,,
8476922,Boo Nieves,C,NYR,1/23/1994,210,"6' 3""",USA,L,24,C
8476432,Boone Jenner,C,CBJ,6/15/1993,206,"6' 2""",CAN,L,38,C
8471223,Boris Valabik,D,ATL,2/14/1986,255,"6' 7""",SVK,L,3,D
8477916,Borna Rendulic,R,VAN,3/25/1992,200,"6' 2""",HRV,R,71,R
8481524,Bowen Byram,D,COL,6/13/2001,190,"6' 1""",CAN,L,4,D
8464960,Boyd Devereaux,C,TOR,4/16/1978,195,"6' 2""",CAN,L,22,C
8470159,Boyd Gordon,C,PHI,10/19/1983,200,"6' 0""",CAN,R,27,C
8465028,Boyd Kane,L,WSH,4/18/1978,229,"6' 2""",CAN,L,34,L
8471996,Bracken Kearns,C,NYI,,,,,,,
8468504,Brad Boyes,R,TOR,4/17/1982,199,"6' 0""",CAN,R,28,R
8476779,Brad Hunt,D,MIN,8/24/1988,187,"5' 9""",CAN,L,77,D
8460580,Brad Lukowich,D,DAL,8/12/1976,191,"6' 1""",CAN,L,47,D
8474089,Brad Malone,C,EDM,5/20/1989,217,"6' 2""",CAN,L,24,C
8473419,Brad Marchand,L,BOS,5/11/1988,181,"5' 9""",CAN,L,63,L
8457261,Brad May,L,DET,11/29/1971,213,"6' 1""",CAN,L,24,L
8473927,Brad Mills,C,CHI,5/3/1983,195,"6' 0""",CAN,R,51,C
8467389,Brad Richards,C,DET,5/2/1980,199,"6' 0""",CAN,L,17,C
8470755,Brad Richardson,R,NSH,2/4/1985,190,"6' 0""",CAN,L,15,C
8471521,Brad Staubitz,R,ANA,7/28/1984,207,"6' 1""",CAN,R,25,R
8467331,Brad Stuart,D,COL,11/6/1979,215,"6' 2""",CAN,L,17,D
8475097,Brad Thiessen,G,PIT,3/19/1986,180,"6' 0""",CAN,L,35,G
8468515,Brad Winchester,L,S.J,3/1/1981,230,"6' 5""",USA,L,15,L
8474651,Braden Holtby,G,VAN,9/16/1989,211,"6' 2""",CAN,L,70,G
8477041,Brady Austin,D,BUF,6/16/1993,230,"6' 4""",CAN,L,67,D
8481442,Brady Keeper,D,FLA,6/5/1996,194,"6' 2""",CAN,R,25,D
8476869,Brady Skjei,D,CAR,3/26/1994,214,"6' 3""",USA,L,76,D
8480801,Brady Tkachuk,L,OTT,9/16/1999,196,"6' 3""",USA,L,7,L
8469666,Brandon Bochenski,R,T.B,4/4/1982,195,"6' 1""",USA,R,27,R
8475650,Brandon Bollig,L,CGY,1/31/1987,220,"6' 2""",USA,L,52,L
8478443,Brandon Carlo,D,BOS,11/26/1996,212,"6' 5""",USA,R,25,D
8475869,Brandon Davidson,D,BUF,8/21/1991,208,"6' 2""",CAN,L,22,D
